ID1,ID2,IP,READCOMMUNITY,SNMPVer,No. of OIDS,OIDTEXT1 ,OID1,OIDTEXT2,OID2
Office,printer,192.168.1.4,public,1,1,Uptime,.1.3.6.1.2.1.1.3.0
