Monitor log by clivet at Office - printer,Uptime
2022.05.24-19.55.29,3 days` 3:06:07.050000
2022.05.24-19.55.34,3 days` 3:06:12.240000
2022.05.24-19.55.39,3 days` 3:06:17.430000
2022.05.24-19.55.44,3 days` 3:06:22.660000
