Monitor log by clive at Office - printer,Uptime
2022.05.23-18.09.47,2 days` 1:20:25.960000
2022.05.23-18.09.53,2 days` 1:20:31.100000
2022.05.23-18.09.58,2 days` 1:20:36.260000
2022.05.23-18.10.03,2 days` 1:20:41.410000
2022.05.23-18.10.08,2 days` 1:20:46.480000
