Monitor log by clivet at Office - printer,Uptime
2022.05.24-21.17.41,3 days` 4:28:19.740000
2022.05.24-21.17.50,3 days` 4:28:28.020000
2022.05.24-21.17.58,3 days` 4:28:36.310000
2022.05.24-21.18.06,3 days` 4:28:44.630000
