Monitor log by clivet at Office - printer,Uptime
2022.05.24-20.48.30,3 days` 3:59:07.690000
2022.05.24-20.48.35,3 days` 3:59:12.950000
2022.05.24-20.48.40,3 days` 3:59:18.180000
2022.05.24-20.48.46,3 days` 3:59:23.470000
