Monitor log by clivet at Office - printer,Uptime
2022.05.24-21.10.59,3 days` 4:21:36.540000
2022.05.24-21.11.04,3 days` 4:21:41.920000
2022.05.24-21.11.09,3 days` 4:21:47.220000
2022.05.24-21.11.15,3 days` 4:21:52.630000
2022.05.24-21.11.20,3 days` 4:21:58.080000
2022.05.24-21.11.25,3 days` 4:22:03.600000
2022.05.24-21.11.31,3 days` 4:22:08.980000
