Monitor log by clivet at Office - printer,Uptime
2022.05.24-21.07.39,3 days` 4:18:17.060000
2022.05.24-21.07.49,3 days` 4:18:26.230000
2022.05.24-21.07.58,3 days` 4:18:35.670000
2022.05.24-21.08.07,3 days` 4:18:45.170000
