Monitor log by clivet at Office - printer,Uptime
2022.05.24-16.55.17,3 days` 0:05:55.370000
2022.05.24-16.55.36,3 days` 0:06:13.590000
2022.05.24-16.55.54,3 days` 0:06:31.610000
