Monitor log by clivet at Office - printer,Uptime
2022.05.24-21.04.50,3 days` 4:15:28.760000
2022.05.24-21.04.56,3 days` 4:15:33.980000
2022.05.24-21.05.01,3 days` 4:15:39.240000
