Monitor log by clivet at Office - printer,Uptime
2022.05.24-21.43.50,3 days` 4:54:28.120000
2022.05.24-21.43.56,3 days` 4:54:33.600000
2022.05.24-21.44.01,3 days` 4:54:39.130000
2022.05.24-21.44.06,3 days` 4:54:44.670000
